Gmt time,Open,High,Low,Close,Volume,trade_count,vwap
2024-09-09 15:00:00+00:00,543.335,545.94,542.71,545.885,74403,1384,544.536937
2024-09-09 16:00:00+00:00,545.945,547.65,545.835,547.52,85697,1376,546.936745
2024-09-09 17:00:00+00:00,547.585,547.71,545.575,545.71,53674,1169,546.954873
2024-09-09 18:00:00+00:00,545.73,545.75,544.325,545.115,56185,1180,545.179757
2024-09-09 19:00:00+00:00,544.99,546.47,544.55,546.44,175759,2247,545.623153
2024-09-10 13:00:00+00:00,548.365,548.645,547.67,547.895,68991,1116,548.241892
2024-09-10 14:00:00+00:00,547.89,548.08,545.6,546.465,112729,1621,546.545134
2024-09-10 15:00:00+00:00,546.37,547.7,544.15,544.18,82925,1331,546.486723
2024-09-10 16:00:00+00:00,544.105,545.82,543.47,545.14,78449,1234,544.419531
2024-09-10 17:00:00+00:00,545.135,547.14,545.045,546.97,107549,1141,546.513853
2024-09-10 18:00:00+00:00,547.1,548.36,547.1,548.23,84785,1258,547.97078
2024-09-10 19:00:00+00:00,548.2,549.15,548.05,548.76,202238,2565,548.61226
2024-09-10 20:00:00+00:00,548.82,548.83,548.48,548.63,80529,175,548.662025
2024-09-11 13:00:00+00:00,549.17,549.17,544.59,544.59,86557,1047,546.203119
2024-09-11 14:00:00+00:00,544.22,544.74,539.99,541.2,220642,1984,541.118688
2024-09-11 15:00:00+00:00,540.955,545.1,540.58,544.47,143985,1723,542.990403
2024-09-11 16:00:00+00:00,544.495,547.53,544.29,547.36,206510,1492,545.553236
2024-09-11 17:00:00+00:00,547.43,550.79,547.43,550.0,125232,1396,549.225237
2024-09-11 18:00:00+00:00,549.91,552.65,549.75,551.67,122507,1626,550.838212
2024-09-11 19:00:00+00:00,551.53,555.36,551.26,554.23,325206,2841,553.599842
2024-09-11 20:00:00+00:00,554.25,554.79,554.25,554.79,527,3,554.475437
2024-09-12 13:00:00+00:00,555.085,555.29,552.81,553.8,109162,787,554.453256
2024-09-12 14:00:00+00:00,553.76,556.24,553.31,554.495,112009,1638,555.122035
2024-09-12 15:00:00+00:00,554.37,556.58,554.2,554.235,79443,1119,555.13595
2024-09-12 16:00:00+00:00,554.525,557.24,554.44,557.1,66225,1182,555.639447
2024-09-12 17:00:00+00:00,557.11,559.345,557.01,559.105,118470,1448,557.97956
2024-09-12 18:00:00+00:00,559.145,559.36,556.59,558.7,116089,1814,558.465364
2024-09-12 19:00:00+00:00,558.58,559.21,558.12,559.06,338792,2586,558.725983
2024-09-13 13:00:00+00:00,559.71,561.24,559.46,560.98,137046,1265,560.227096
2024-09-13 14:00:00+00:00,561.045,562.55,560.16,561.84,148391,1720,561.483944
2024-09-13 15:00:00+00:00,561.85,562.78,561.53,562.6,91899,1190,562.078039
2024-09-13 16:00:00+00:00,562.65,562.905,561.34,562.19,87372,1200,561.968869
2024-09-13 17:00:00+00:00,562.17,563.01,562.15,562.54,73831,992,562.655758
2024-09-13 18:00:00+00:00,562.58,562.945,561.13,561.375,68007,956,561.854335
2024-09-13 19:00:00+00:00,561.21,562.33,561.06,561.89,142413,1740,561.799745
2024-09-13 20:00:00+00:00,561.68,561.88,561.53,561.8,5673,12,561.732198
2024-09-16 13:00:00+00:00,561.55,562.89,560.845,562.435,60753,665,561.555766
2024-09-16 14:00:00+00:00,562.81,562.81,559.94,560.7,86143,1264,561.643531
2024-09-16 15:00:00+00:00,560.6,561.53,560.26,561.28,39057,1193,560.948062
