Gmt time,Open,High,Low,Close,Volume,trade_count,vwap
2024-09-09 15:00:00+00:00,103.82,105.39,103.78,105.39,318217,3320,104.622009
2024-09-09 16:00:00+00:00,105.39,105.97,105.05,105.77,200534,2238,105.461438
2024-09-09 17:00:00+00:00,105.81,106.2,105.0,105.235,227441,2349,105.7675
2024-09-09 18:00:00+00:00,105.295,105.5,104.7,105.38,216411,2249,105.164668
2024-09-09 19:00:00+00:00,105.345,106.53,105.0,106.51,462808,3946,105.927321
2024-09-10 12:00:00+00:00,107.71,107.71,107.71,107.71,229,3,107.71
2024-09-10 13:00:00+00:00,107.92,109.385,106.55,107.02,524809,4401,107.961464
2024-09-10 14:00:00+00:00,106.985,107.79,105.98,106.89,453949,4774,106.94269
2024-09-10 15:00:00+00:00,106.8,107.42,105.26,105.29,343366,3566,106.633336
2024-09-10 16:00:00+00:00,105.25,106.23,104.96,105.82,245636,2671,105.672347
2024-09-10 17:00:00+00:00,105.79,106.66,105.78,106.54,254253,2657,106.360439
2024-09-10 18:00:00+00:00,106.56,107.57,106.56,107.13,199486,2107,107.194218
2024-09-10 19:00:00+00:00,107.13,108.17,107.06,108.0,376920,3800,107.649028
2024-09-11 12:00:00+00:00,108.66,108.87,107.89,108.74,848,8,108.630803
2024-09-11 13:00:00+00:00,109.51,111.92,109.35,110.265,859724,5613,110.581895
2024-09-11 14:00:00+00:00,110.19,110.465,107.43,108.57,601788,5963,108.90271
2024-09-11 15:00:00+00:00,108.55,111.25,108.22,111.16,590877,5300,109.845994
2024-09-11 16:00:00+00:00,111.175,112.87,111.02,112.06,620330,5085,112.269372
2024-09-11 17:00:00+00:00,112.085,114.395,112.085,114.3,700072,4783,113.414362
2024-09-11 18:00:00+00:00,114.28,115.495,114.23,115.1,474153,5200,114.869299
2024-09-11 19:00:00+00:00,114.96,117.16,114.76,116.84,838407,6986,116.090462
2024-09-11 20:00:00+00:00,116.61,116.89,116.61,116.89,200,2,116.75
2024-09-12 13:00:00+00:00,117.02,118.25,115.4,118.25,605634,5889,117.002117
2024-09-12 14:00:00+00:00,118.25,120.23,117.79,118.66,788626,7735,119.158244
2024-09-12 15:00:00+00:00,118.65,119.75,117.78,118.16,490950,4656,118.692764
2024-09-12 16:00:00+00:00,118.15,119.42,118.15,119.42,268495,2941,118.91693
2024-09-12 17:00:00+00:00,119.425,120.79,119.12,120.62,366453,3718,119.9366
2024-09-12 18:00:00+00:00,120.64,120.74,119.12,120.35,368849,3562,120.174553
2024-09-12 19:00:00+00:00,120.265,120.49,119.02,119.22,660572,6715,119.609385
2024-09-13 13:00:00+00:00,118.9,119.93,118.36,118.68,452398,4276,119.171186
2024-09-13 14:00:00+00:00,118.675,119.68,117.61,119.39,514894,5378,118.857863
2024-09-13 15:00:00+00:00,119.335,119.79,118.83,118.91,285115,3064,119.353111
2024-09-13 16:00:00+00:00,118.905,119.3,118.3,119.275,282069,2666,118.720782
2024-09-13 17:00:00+00:00,119.255,119.33,118.76,118.805,219338,2522,119.073605
2024-09-13 18:00:00+00:00,118.795,119.0,118.4,118.86,194468,2327,118.728846
2024-09-13 19:00:00+00:00,118.77,119.14,118.64,119.08,303635,3518,118.954117
2024-09-16 12:00:00+00:00,117.21,117.21,117.21,117.21,500,6,117.21
2024-09-16 13:00:00+00:00,116.79,117.38,114.37,116.78,459883,4263,115.865395
2024-09-16 14:00:00+00:00,116.8,118.175,116.04,116.48,470866,4664,117.18138
2024-09-16 15:00:00+00:00,116.51,117.025,115.78,116.18,269564,2624,116.451048
2024-09-16 16:00:00+00:00,116.23,116.44,115.73,116.21,217657,2412,116.118756
2024-09-16 17:00:00+00:00,116.24,117.07,116.11,116.9,191929,1762,116.622765
2024-09-16 18:00:00+00:00,116.855,116.855,116.1,116.35,141427,1643,116.502545
2024-09-16 19:00:00+00:00,116.34,116.745,116.2,116.74,275362,3068,116.521851
2024-09-17 12:00:00+00:00,118.09,118.09,118.09,118.09,100,1,118.09
2024-09-17 13:00:00+00:00,118.39,118.795,116.56,117.26,552059,4273,117.574644
2024-09-17 14:00:00+00:00,117.32,118.26,117.01,117.49,425663,4091,117.630823
2024-09-17 15:00:00+00:00,117.55,117.73,116.92,117.31,248036,2468,117.288469
2024-09-17 16:00:00+00:00,117.345,117.51,115.67,116.02,286172,2950,116.451032
2024-09-17 17:00:00+00:00,116.13,116.35,114.85,115.52,283576,3006,115.683001
2024-09-17 18:00:00+00:00,115.465,115.7,114.86,115.12,243089,2377,115.388104
2024-09-17 19:00:00+00:00,115.11,115.65,114.99,115.59,451866,4232,115.376606
2024-09-18 13:00:00+00:00,115.91,116.305,114.62,115.92,176078,1819,115.452818
2024-09-18 14:00:00+00:00,115.94,115.94,114.7,115.17,282621,2813,115.122033
2024-09-18 15:00:00+00:00,115.175,115.36,113.69,113.92,299399,2907,114.456183
2024-09-18 16:00:00+00:00,113.89,115.32,113.82,115.23,294411,2593,114.574705
2024-09-18 17:00:00+00:00,115.23,115.325,114.62,115.085,186401,1964,115.020016
2024-09-18 18:00:00+00:00,114.735,117.7,114.655,115.92,751443,6779,116.445301
2024-09-18 19:00:00+00:00,115.83,115.89,113.24,113.29,975079,8469,114.279417
2024-09-19 13:00:00+00:00,116.88,119.16,116.88,118.37,635971,5452,118.13857
2024-09-19 14:00:00+00:00,118.43,119.46,117.98,118.57,662953,6862,118.882974
2024-09-19 15:00:00+00:00,118.62,119.65,118.52,118.875,349501,3768,119.19525
2024-09-19 16:00:00+00:00,118.875,119.49,118.815,119.485,372017,4110,119.191607
2024-09-19 17:00:00+00:00,119.49,119.66,119.035,119.28,305962,3329,119.35956
2024-09-19 18:00:00+00:00,119.28,119.39,118.19,118.57,285604,3199,118.822815
2024-09-19 19:00:00+00:00,118.545,118.65,117.61,117.9,534893,5626,118.119862
2024-09-20 13:00:00+00:00,117.1,118.6,116.95,117.5,389487,2991,117.772257
2024-09-20 14:00:00+00:00,117.575,117.945,116.18,116.51,715421,4884,117.050436
2024-09-20 15:00:00+00:00,116.5,116.625,115.41,116.29,814530,4767,116.107162
2024-09-20 16:00:00+00:00,116.295,116.8,116.055,116.25,397913,3743,116.506439
2024-09-20 17:00:00+00:00,116.27,116.55,115.97,116.0,245156,2612,116.235418
2024-09-20 18:00:00+00:00,116.0,116.135,115.5,116.075,346285,3258,115.850605
2024-09-20 19:00:00+00:00,116.075,116.86,115.75,116.04,830626,8053,116.210776
2024-09-23 13:00:00+00:00,116.47,116.98,115.45,116.26,409523,3239,116.31639
2024-09-23 14:00:00+00:00,116.26,116.825,114.87,115.62,438949,5633,116.034749
