;Gmt time;Open;High;Low;Close;Volume;trade_count;vwap;MACD;MACD_signal ;MACD_hist;MACD_diff;MACD_slope;Signal_slope;EMA_5;MACD_Hist_volatility_5;EMA_10;MACD_Hist_volatility_10;EMA_20;MACD_Hist_volatility_20;EMA_50;MACD_Hist_volatility_50;EMA_100;MACD_Hist_volatility_100;Close_slope_pct;EMA_5_slope_pct;EMA_10_slope_pct;EMA_20_slope_pct;EMA_50_slope_pct;EMA_100_slope_pct;EMA_5_x_EMA_10_diff;EMA_5_x_EMA_10_UP_cont;EMA_5_x_EMA_10_DOWN_cont;EMA_5_x_EMA_20_diff;EMA_5_x_EMA_20_UP_cont;EMA_5_x_EMA_20_DOWN_cont;EMA_5_x_EMA_50_diff;EMA_5_x_EMA_50_UP_cont;EMA_5_x_EMA_50_DOWN_cont;EMA_5_x_EMA_100_diff;EMA_5_x_EMA_100_UP_cont;EMA_5_x_EMA_100_DOWN_cont;EMA_10_x_EMA_20_diff;EMA_10_x_EMA_20_UP_cont;EMA_10_x_EMA_20_DOWN_cont;EMA_10_x_EMA_50_diff;EMA_10_x_EMA_50_UP_cont;EMA_10_x_EMA_50_DOWN_cont;EMA_10_x_EMA_100_diff;EMA_10_x_EMA_100_UP_cont;EMA_10_x_EMA_100_DOWN_cont;EMA_20_x_EMA_50_diff;EMA_20_x_EMA_50_UP_cont;EMA_20_x_EMA_50_DOWN_cont;EMA_20_x_EMA_100_diff;EMA_20_x_EMA_100_UP_cont;EMA_20_x_EMA_100_DOWN_cont;EMA_50_x_EMA_100_diff;EMA_50_x_EMA_100_UP_cont;EMA_50_x_EMA_100_DOWN_cont;RSI;RSI_norm;BB_Width;BB_Percent_b;BB_Breakout_up_cont;BB_Breakout_down_cont;Body_today;Body_prev;Engulfing_ratio;Engulfing_direction;Engulfing_strength;Engulfing_inclusion;Engulfing_index;OBV;OBV_diff;OBV_pct;OBV_slope;OBV_momentum;VWAP;Close_VWAP_Diff;Close_VWAP_Ratio;Avg_Trade_Size;Trade_Count_Norm_3;Trade_Count_Norm_5;Trade_Count_Norm_10;Donchian_High;Donchian_Low;Vol_MA;ADX;Donchian_Close_HighDiff;Donchian_Close_LowDiff;Donchian_Close_HighPct;Donchian_Close_LowPct;Vol_Ratio;Vol_Diff;ADX_Above_Threshold;ADX_Slope;Profit_1;Target_1;Cumulative_1;Profit_5;Target_5;Cumulative_5;Profit_10;Target_10;Cumulative_10;Profit_20;Target_20;Cumulative_20;Profit_50;Target_50;Cumulative_50
0;2024-09-09 15:00:00+00:00;217.195;219.89;217.09;219.89;136135;1909;218.732473;;;;;;;219.89;;219.89;;219.89;;219.89;;219.89;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;2.694999999999993;;;1.0;;;;136135.0;;;;;219.89;0.0;1.0;71.31220534311157;;;;;;;;;;;;;;;;0.0011369321024148438;0;0.0011369321024148438;-0.010869070899085845;-1;-0.010869070899085845;0.0023648187730229216;0;0.0023648187730229216;0.009254627313656942;0;0.009254627313656942;0.006571467551957895;0;0.006571467551957895
1;2024-09-09 16:00:00+00:00;219.87;220.595;219.685;220.14;99448;1570;220.12766;;;;;;;219.97333333333333;;219.93545454545452;;219.9138095238095;;219.8998039215686;;219.89495049504947;;;;;;;;0.0001722268379015798;0.0001722268379015798;0.0;0.0002706688118072909;0.0002706688118072909;0.0;0.000334376886443018;0.000334376886443018;0.0;0.00035645583542229855;0.00035645583542229855;0.0;9.842502247531976e-05;9.842502247531976e-05;0.0;0.0001621221267601924;0.0001621221267601924;0.0;0.00018419727380670088;0.00018419727380670088;0.0;6.369083551295581e-05;6.369083551295581e-05;0.0;8.57638100264517e-05;8.57638100264517e-05;0.0;2.2071568756840686e-05;2.2071568756840686e-05;0.0;;;;;;;0.2699999999999818;2.694999999999993;0.10018552871977623;1.0;2.944999999999993;0.007421150275532731;0.0021895835396660004;235583.0;99448.0;0.7305101553604878;;;219.99553393071656;0.14446606928342476;1.000656677282044;63.34267515923567;;;;220.595;217.09;;;-0.4550000000000125;3.049999999999983;-0.002062603413495376;0.014049472568980528;;;;;-0.004474425365676321;0;-0.003337493263261477;-0.004451712546561233;0;-0.004451712546561233;-0.00018170255292083239;0;0.002183116220102089;0.008312891796129793;0;0.017567519109786735;0.0026346870173526507;0;0.009206154569310546
2;2024-09-09 17:00:00+00:00;220.185;220.925;218.495;219.155;197286;2143;219.890111;;;;;;;219.70055555555558;;219.79355371900823;;219.84154195011337;;219.87059592464436;;219.88029800999897;;;;;;;;-0.00042311597350821556;0.0;-0.00042311597350821556;-0.000641309159802828;0.0;-0.000641309159802828;-0.0007733656625329679;0.0;-0.0007733656625329679;-0.00081745593429754;0.0;-0.00081745593429754;-0.00021828554639607867;0.0;-0.00021828554639607867;-0.00035039794799363293;0.0;-0.00035039794799363293;-0.00039450688295316076;0.0;-0.00039450688295316076;-0.0001321412461216654;0.0;-0.0001321412461216654;-0.0001762598115263488;0.0;-0.0001762598115263488;-4.4124396057362775e-05;0.0;-4.4124396057362775e-05;;;;;;;1.0300000000000011;0.2699999999999818;3.8148148006861318;-1.0;0.7150000000000034;0.9999999962962962;2.727592572388402;38297.0;-197286.0;-0.837437336310345;;;219.61244903192417;-0.4574490319241704;0.9979170168451713;92.06066262249183;1.1435432230522946;;;220.925;218.495;;;-1.7700000000000102;0.6599999999999966;-0.008011768699785041;0.0030206640884230603;;;;;-0.005817800187082228;0;-0.009155293450343705;-0.003627569528415904;0;-0.008079282074977137;0.006456617462526486;0;0.008639733682628575;0.015217540097191522;1;0.03278505920697826;0.0048595742739157115;0;0.014065728843226257
3;2024-09-09 18:00:00+00:00;219.045;219.045;216.72;217.88;357030;3911;217.610346;;;;;;;219.09370370370374;;219.44563486100674;;219.65472843105493;;219.79253333936418;;219.8406881484148;;;;;;;;-0.001603728219638121;0.0;0.0;-0.00255412087578752;0.0;0.0;-0.0031794967055656883;0.0;0.0;-0.0033978443708599752;0.0;0.0;-0.0009519192759550657;0.0;0.0;-0.0015782996496146993;0.0;0.0;-0.0017969980477015876;0.0;0.0;-0.0006269772053469877;0.0;0.0;-0.0008458839850170814;0.0;0.0;-0.00021904411533737566;0.0;0.0;;;;;;;1.164999999999992;1.0300000000000011;1.1310679600669153;-1.0;2.305000000000007;-0.10679611640118193;-0.2784293990257991;-318733.0;-357030.0;-9.322662349531296;;;218.8293916057622;-0.9493916057622016;0.9956614986734844;91.28867297366402;1.5389559286463799;;;220.925;216.72;197474.75;;-3.045000000000016;1.1599999999999966;-0.0137829580174268;0.005352528608342546;1.8079779819951574;159555.25;;;0.014090324949513462;1;0.004935031499169757;0.007733614833853508;0;-0.00034566724112362977;0.0031898292638149126;0;0.011829562946443488;0.02386634844868743;1;0.02386634844868743;0.013539563062236172;1;0.02760529190546243
4;2024-09-09 19:00:00+00:00;217.85;221.02;217.81;220.95;357158;4254;220.013462;;;;;;;219.7124691358025;;219.71915579536915;;219.77808762809732;;219.83792418880088;;219.8626547197333;;;;;;;;-3.0432756499698187e-05;0.0;0.0;-0.00029856703642746664;0.0;0.0;-0.0005706706586741279;0.0;0.0;-0.0006830881948653502;0.0;0.0;-0.00026814244024135956;0.0;0.0;-0.0005402543436033166;0.0;0.0;-0.0006526753010741629;0.0;0.0;-0.0002721848876819369;0.0;0.0;-0.00038463599806793;0.0;0.0;-0.00011248172621200843;0.0;0.0;;;;;;;3.0999999999999943;1.164999999999992;2.6609442037245246;1.0;1.9050000000000011;0.9999999991416308;5.069098703744064;38425.0;357158.0;-1.1205554492318022;;;219.48968333744526;1.4603166625547317;1.0066532359988403;83.9581570286789;1.2380675203725262;1.542757670269094;;221.02;216.72;252730.5;;-0.0700000000000216;4.22999999999999;-0.0003167134196001339;0.019518272425249124;1.4131970616921923;104427.5;;;-0.015614392396469738;-1;-0.015614392396469738;-0.0006788866259333662;0;-0.001024553867056996;-0.005521611224258877;0;0.006307951722184611;0.010138040280606513;1;0.010138040280606513;0.02873953383118363;1;0.02873953383118363
5;2024-09-10 13:00:00+00:00;218.86;220.0;216.78;217.5;210050;2029;218.095376;;;;;;;218.97497942386835;;219.31567292348382;;219.56112690161189;;219.7462408872793;;219.8158694777584;;-0.010869070899085845;-0.0041612650694967425;-0.0026118835623091985;-0.0014956255327122697;-0.0006537774010672937;-0.0003371254820208954;-0.0015534389087383286;0.0;0.0;-0.0026696323070258135;0.0;0.0;-0.0035097822847698973;0.0;0.0;-0.003825429237151358;0.0;0.0;-0.0011179300343000138;0.0;0.0;-0.001959387164289859;0.0;0.0;-0.002275525217824213;0.0;0.0;-0.0008423988729908221;0.0;0.0;-0.0011588907422914788;0.0;0.0;-0.000316758706478004;0.0;0.0;;;;;;;1.3600000000000136;3.0999999999999943;0.43870967727784077;-1.0;0.3499999999999943;0.3258064515078112;0.050027055118609796;-171625.0;-210050.0;-5.466493168510085;;;219.18172458030202;-1.681724580302017;0.992327259111031;103.52390340068999;0.5971159505591525;0.7294887466743366;;221.02;216.78;280381.0;;-3.5200000000000102;0.7199999999999989;-0.015926160528459007;0.003321339606974808;0.7491591798302997;-70331.0;;;0.007632183908045961;0;0.007632183908045961;0.013379310344827571;1;0.012354756477770575;0.016459770114942585;1;0.022767721837127195;0.02459770114942526;1;0.02459770114942526;0.04799999999999999;1;0.04799999999999999
6;2024-09-10 14:00:00+00:00;217.46;219.96;217.46;219.16;229561;2770;218.926375;;;;;;;219.0366529492456;;219.28736875557766;;219.5229243395536;;219.72325104856247;;219.80288196334735;;-0.004451712546561233;-0.00425815424939873;-0.002946709029775451;-0.0017774471967099137;-0.0008028787195694882;-0.0004186932510039516;-0.0011433207838410452;0.0;0.0;-0.0022151280635997013;0.0;0.0;-0.0031248313323251;0.0;0.0;-0.003485982564275586;0.0;0.0;-0.0010730341019491848;0.0;0.0;-0.0019837786438380947;0.0;0.0;-0.002345343260129088;0.0;0.0;-0.0009117228516002032;0.0;0.0;-0.0012736758558080147;0.0;0.0;-0.000362283306176806;0.0;0.0;;;;;;;1.6999999999999886;1.3600000000000136;1.2499999990808615;1.0;0.29999999999998295;0.9999999992647058;0.3749999994485018;57936.0;229561.0;-1.3375731973780045;-13033.166666666666;;219.17858144236848;-0.018581442368486023;0.9999152223623029;82.87400722021661;0.9179277587540042;0.9167935394188125;;220.0;216.78;288449.75;;-0.8400000000000034;2.3799999999999955;-0.003818181818181834;0.010978872589722279;0.7958439901577283;-58888.75;;;-0.0036503011498447845;0;0.003981882758201176;0.004289103851067703;0;0.004289103851067703;0.008806351524000762;0;0.008806351524000762;0.015240007300602315;1;0.015240007300602315;0.04165906187260447;1;0.04165906187260447
7;2024-09-10 15:00:00+00:00;219.12;220.38;218.27;218.36;104136;1431;219.588834;;;;;;;218.81110196616373;;219.11875625456355;;219.4121696405485;;219.66979022312864;;219.77431004328108;;-0.003627569528415904;-0.00404848129374408;-0.0030701421994721676;-0.001953099062879972;-0.0009132903864259356;-0.0004820257552728562;-0.0014040527322197675;0.0;0.0;-0.002739445470912016;0.0;0.0;-0.0039089956615914355;0.0;0.0;-0.00438271459902504;0.0;0.0;-0.0013372703367622962;0.0;0.0;-0.002508464946433385;0.0;0.0;-0.0029828499454209426;0.0;0.0;-0.0011727629107236548;0.0;0.0;-0.0016477831401734172;0.0;0.0;-0.0004755779696537296;0.0;0.0;;;;;;;0.7599999999999909;1.6999999999999886;0.4470588232664336;-1.0;-0.9000000000000057;0.4470588232664336;-0.17987543231433262;-46200.0;-104136.0;-1.7974316487158244;-46963.833333333336;;219.1281653107042;-0.7681653107041768;0.9964944473951353;72.77148846960168;0.6890850722311397;0.49704758596734977;;220.38;217.46;225226.25;;-2.019999999999982;0.9000000000000057;-0.00916598602414004;0.004138692173273272;0.462361736254098;-121090.25;;;0.005518409965195018;0;0.009500292723396194;0.010120901263967665;1;0.014410005115035368;0.013967759662941852;1;0.022774111186942614;0.021661476460890224;1;0.021661476460890224;0.049574097820113516;1;0.049574097820113516
8;2024-09-10 16:00:00+00:00;218.31;219.925;218.045;219.565;80807;1096;218.886591;;;;;;;219.06240131077584;;219.19989148100655;;219.42672491287723;;219.6656808026138;;219.77016528994878;;0.007733614833853508;-0.00014287217021184174;-0.00111983717587202;-0.0010380086957666678;-0.0005771467065922948;-0.0003207907465174262;-0.0006272364885847538;0.0;0.0;-0.0016603428877956731;0.0;0.0;-0.002746352956154514;0.0;0.0;-0.0032204734352325117;0.0;0.0;-0.0010337548079467134;0.0;0.0;-0.0021204464889797397;0.0;0.0;-0.0025948645403704126;0.0;0.0;-0.0010878162162767649;0.0;0.0;-0.0015627252071200592;0.0;0.0;-0.00047542616713754896;0.0;0.0;;;;;;;1.2549999999999955;0.7599999999999909;1.651315787300914;1.0;0.4449999999999932;0.9999999986842105;0.7348355243820066;34607.0;80807.0;-1.7490692640692642;-615.0;;219.1480902833635;0.41690971663649634;1.0019024109044137;73.72901459854015;0.6207287143666226;0.47322970639032813;;220.38;218.045;156138.5;;-0.8149999999999977;1.5200000000000102;-0.0036981577275614743;0.006971038088468024;0.5175341123425644;-75331.5;;;0.005624758044314958;0;0.015125050767711153;-0.0045089153553617796;0;-0.0045089153553617796;0.013640607564958006;1;0.013640607564958006;0.019197048709949233;1;0.019197048709949233;0.04465647985790088;1;0.04465647985790088
9;2024-09-10 17:00:00+00:00;219.55;220.92;219.54;220.8;100662;1036;220.406252;;;;;;;219.64160087385056;;219.4908203026417;;219.55751301641274;;219.71016390839364;;219.79055805648446;;-0.0006788866259333662;-0.0003225500229035272;-0.0010392152286443988;-0.0010036242196166233;-0.0005811566902238465;-0.000327916823076484;0.0006869561606310181;0.0006869561606310181;0.0;0.0003829878389610673;0.0003829878389610673;0.0;-0.0003120612780192637;0.0;0.0;-0.0006777233014514313;0.0;0.0;-0.0003037596521055857;0.0;0.0;-0.0009983316285876707;0.0;0.0;-0.001363742630680788;0.0;0.0;-0.0006947830235316017;0.0;0.0;-0.0010603050564702815;0.0;0.0;-0.000365776168010626;0.0;0.0;;;;;;;1.25;1.2549999999999955;0.9960159354613455;1.0;2.490000000000009;0.011952191225525275;0.02964238658151817;135269.0;100662.0;2.908717889444332;75667.0;121299.6;219.23690454063052;1.5630954593694923;1.0071297095835423;97.16409266409266;0.8722986247544203;0.6194690265486725;0.4677412072779809;220.92;218.045;128791.5;;-0.11999999999997613;2.755000000000024;-0.0005431830526886481;0.012635006535348318;0.781588847090058;-28129.5;;;-0.0017663043478261537;0;0.013358746419885;-0.004846014492753721;0;-0.0093549298481155;0.0009057971014492239;0;0.0009057971014492239;0.013881340579710135;1;0.013881340579710135;0.03847373188405786;1;0.03847373188405786
