;Gmt time;Open;High;Low;Close;Volume;trade_count;vwap;MACD;MACD_signal;MACD_hist;MACD_diff;MACD_slope;Signal_slope;EMA_5;MACD_Hist_volatility_5;EMA_10;MACD_Hist_volatility_10;EMA_20;MACD_Hist_volatility_20;EMA_50;MACD_Hist_volatility_50;EMA_100;MACD_Hist_volatility_100;Close_slope_pct;EMA_5_slope_pct;EMA_10_slope_pct;EMA_20_slope_pct;EMA_50_slope_pct;EMA_100_slope_pct;EMA_5_x_EMA_10_diff;EMA_5_x_EMA_10_UP_cont;EMA_5_x_EMA_10_DOWN_cont;EMA_5_x_EMA_20_diff;EMA_5_x_EMA_20_UP_cont;EMA_5_x_EMA_20_DOWN_cont;EMA_5_x_EMA_50_diff;EMA_5_x_EMA_50_UP_cont;EMA_5_x_EMA_50_DOWN_cont;EMA_5_x_EMA_100_diff;EMA_5_x_EMA_100_UP_cont;EMA_5_x_EMA_100_DOWN_cont;EMA_10_x_EMA_20_diff;EMA_10_x_EMA_20_UP_cont;EMA_10_x_EMA_20_DOWN_cont;EMA_10_x_EMA_50_diff;EMA_10_x_EMA_50_UP_cont;EMA_10_x_EMA_50_DOWN_cont;EMA_10_x_EMA_100_diff;EMA_10_x_EMA_100_UP_cont;EMA_10_x_EMA_100_DOWN_cont;EMA_20_x_EMA_50_diff;EMA_20_x_EMA_50_UP_cont;EMA_20_x_EMA_50_DOWN_cont;EMA_20_x_EMA_100_diff;EMA_20_x_EMA_100_UP_cont;EMA_20_x_EMA_100_DOWN_cont;EMA_50_x_EMA_100_diff;EMA_50_x_EMA_100_UP_cont;EMA_50_x_EMA_100_DOWN_cont;RSI;RSI_norm;BB_Width;BB_Percent_b;BB_Breakout_up_cont;BB_Breakout_down_cont;Body_today;Body_prev;Engulfing_ratio;Engulfing_direction;Engulfing_strength;Engulfing_inclusion;Engulfing_index;OBV;OBV_diff;OBV_pct;OBV_slope;OBV_momentum;VWAP;Close_VWAP_Diff;Close_VWAP_Ratio;Avg_Trade_Size;Trade_Count_Norm_3;Trade_Count_Norm_5;Trade_Count_Norm_10;Donchian_High;Donchian_Low;Vol_MA;ADX;Donchian_Close_HighDiff;Donchian_Close_LowDiff;Donchian_Close_HighPct;Donchian_Close_LowPct;Vol_Ratio;Vol_Diff;ADX_Above_Threshold;ADX_Slope;Profit_1;Target_1;Cumulative_1;Profit_5;Target_5;Cumulative_5;Profit_10;Target_10;Cumulative_10;Profit_20;Target_20;Cumulative_20;Target_sl_1_1;Target_sl_1_2;Target_tp_1_1;Target_tp_1_2;Target_tp_1_3;Target_sl_5_1;Target_sl_5_2;Target_tp_5_1;Target_tp_5_2;Target_tp_5_3;Target_sl_10_1;Target_sl_10_2;Target_tp_10_1;Target_tp_10_2;Target_tp_10_3;Target_sl_20_1;Target_sl_20_2;Target_tp_20_1;Target_tp_20_2;Target_tp_20_3
0;2022-12-19 05:00:00+00:00;6.8;6.8;6.325;6.34;876273;3552;6.4608;;;;;;;6.34;;6.34;;6.34;;6.34;;6.34;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.45999999999999996;;;-1.0;;;;876273.0;;;;;6.340000000000001;-8.881784197001252e-16;0.9999999999999999;246.69847972972974;;;;;;;;;;;;;;;;-0.005520504731861222;0;-0.005520504731861222;-0.05441640378548892;-1;-0.05441640378548892;0.03943217665615142;1;0.03943217665615142;0.061514195583596304;1;0.061514195583596304;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1
1;2022-12-20 05:00:00+00:00;6.28;6.54;6.2;6.305;667804;3198;6.335547;;;;;;;6.328333333333334;;6.333636363636363;;6.336666666666666;;6.338627450980392;;6.339306930693069;;;;;;;;-0.0008372805128939194;0.0;-0.0008372805128939194;-0.0013150973172012582;0.0;-0.0013150973172012582;-0.0016240294490672672;0.0;-0.0016240294490672672;-0.001731040550600881;0.0;-0.001731040550600881;-0.00047821720625506665;0.0;-0.00047821720625506665;-0.0007874082177297454;0.0;-0.0007874082177297454;-0.0008945089926551199;0.0;-0.0008945089926551199;-0.0003093389426796329;0.0;-0.0003093389426796329;-0.0004164909595431565;0.0;-0.0004164909595431565;-0.0001071851734117377;0.0;-0.0001071851734117377;;;;;;;0.024999999999999467;0.45999999999999996;0.05434782596880792;1.0;-0.4950000000000001;-0.07608695635633302;0.0020469045279623843;208469.0;-667804.0;-0.7620958308654951;;;6.324862710862217;-0.019862710862216915;0.9968595822913112;208.81926203877424;;;;;;;;;;;;;;;;0.03172085646312454;1;0.026200351731263317;-0.0372720063441712;-1;-0.0372720063441712;0.0023790642347344283;0;0.0023790642347344283;0.11340206185567009;1;0.11340206185567009;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1
2;2022-12-21 05:00:00+00:00;6.24;6.515;6.045;6.505;480730;2812;6.382178;;;;;;;6.387222222222223;;6.364793388429751;;6.3526984126984125;;6.345151864667436;;6.342587981570434;;;;;;;;0.0035238903172009257;0.0035238903172009257;0.0;0.005434511018939774;0.005434511018939774;0.0;0.006630315310347957;0.006630315310347957;0.0;0.007037228459657559;0.007037228459657559;0.0;0.0019039115263463492;0.0019039115263463492;0.0;0.003095516731709427;0.003095516731709427;0.0;0.003501000998935972;0.003501000998935972;0.0;0.001189340805694362;0.001189340805694362;0.0;0.001594054533789117;0.001594054533789117;0.0;0.00040423295734357966;0.00040423295734357966;0.0;;;;;;;0.2649999999999997;0.024999999999999467;10.599999576000231;1.0;0.22499999999999964;0.9999999600000016;2.384999809200056;689199.0;480730.0;2.3060023312818694;;;6.36763093470143;0.13736906529856974;1.0215730256208717;170.9566145092461;0.8822422087429408;;;;;;;;;;;;;;;-0.029208301306687088;-1;-0.029208301306687088;-0.017678708685626474;-1;-0.017678708685626474;-0.015372790161414242;-1;-0.012993725926679814;0.1352805534204458;1;0.1352805534204458;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1
3;2022-12-22 05:00:00+00:00;6.365;6.375;6.18;6.315;490479;2526;6.260291;;;;;;;6.363148148148149;;6.355740045078887;;6.349108087679516;;6.343969438602047;;6.342041684905673;;;;;;;;0.0011655767883391272;0.0;0.0;0.002211343746986636;0.0;0.0;0.0030231402801852436;0.0;0.0;0.003328023417554993;0.0;0.0;0.0010445494560472677;0.0;0.0;0.0018554008796477347;0.0;0.0;0.0021599290660320397;0.0;0.0;0.0008100053329705174;0.0;0.0;0.0011142157565223775;0.0;0.0;0.00030396421091998275;0.0;0.0;;;;;;;0.04999999999999982;0.2649999999999997;0.18867924457102125;-1.0;-0.07500000000000018;0.18867924457102125;-0.0026699892998918503;198720.0;-490479.0;-0.7116652810001175;;;6.357367939470898;-0.04236793947089801;0.9933356162685113;194.17220902612826;0.8877694470477975;;;;;;;;;;;;;;;-0.0071258907363421714;0;-0.0071258907363421714;0.014251781472684062;1;0.014251781472684062;0.030087094220110768;1;0.030087094220110768;0.1108471892319872;1;0.1108471892319872;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1
4;2022-12-23 05:00:00+00:00;6.265;6.29;6.07;6.27;279059;1826;6.203736;;;;;;;6.332098765432099;;6.340150945973634;;6.34157398409099;;6.3410686763039275;;6.340615116887738;;;;;;;;-0.0012700297848032129;0.0;-0.0012700297848032129;-0.0014941430444021392;0.0;-0.0014941430444021392;-0.0014145739984409945;0.0;-0.0014145739984409945;-0.0013431427864082715;0.0;-0.0013431427864082715;-0.00022439825206270375;0.0;-0.00022439825206270375;-0.0001447280225370993;0.0;-0.0001447280225370993;-7.320597537420926e-05;0.0;-7.320597537420926e-05;7.968811139851244e-05;0.0;0.0;0.00015122621158604046;0.0;0.0;7.153239990567572e-05;0.0;0.0;;;;;;;0.004999999999999893;0.04999999999999982;0.09999999799999826;1.0;-0.09500000000000064;-0.89999998200002;0.008549999658000101;-80339.0;-279059.0;-1.4042824074074074;;;6.348642885899915;-0.07864288589991553;0.9876126461492143;152.82530120481928;0.7646566164154104;0.6561736380623832;;;;;;;;;;;;;;-0.04385964912280694;-1;-0.05098553985914911;0.020733652312599805;1;0.020733652312599805;0.0669856459330145;1;0.0669856459330145;0.15151515151515155;1;0.15151515151515155;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1
5;2022-12-27 05:00:00+00:00;6.14;6.22;5.925;5.995;435096;2241;6.054046;;;;;;;6.2197325102880665;;6.277396228523882;;6.308566937987086;;6.327497355664558;;6.333771253186991;;-0.05441640378548892;-0.018969635601251318;-0.009874411904750448;-0.004957896216547908;-0.001972025920416634;-0.0009824521787080269;-0.009185929346597104;0.0;0.0;-0.014081554269338476;0.0;0.0;-0.017031195640092634;0.0;0.0;-0.018004872348609542;0.0;0.0;-0.00494101271645537;0.0;0.0;-0.007918000486531126;0.0;0.0;-0.008900704242317321;0.0;0.0;-0.0029917701444039674;0.0;-0.0029917701444039674;-0.003979353562417127;0.0;-0.003979353562417127;-0.0009905469066751828;0.0;-0.0009905469066751828;;;;;;;0.14499999999999957;0.004999999999999893;28.99999420000169;-1.0;0.2699999999999996;-24.99999500000153;-195.7499217000309;-515435.0;-435096.0;5.415750756170727;;;6.300997301080899;-0.3059973010808985;0.9514366874862165;194.15261044176708;1.0197178826027606;0.8890740299928589;;;;;;;;;;;;;;0.012510425354462082;1;0.012510425354462082;0.09924937447873224;1;0.09924937447873224;0.16346955796497073;1;0.16346955796497073;0.20683903252710595;1;0.20683903252710595;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1
6;2022-12-28 05:00:00+00:00;5.975;6.17;5.95;6.07;439292;1769;6.047155;;;;;;;6.169821673525378;;6.2396878233377215;;6.285846277226411;;6.317399420148302;;6.328548060054575;;-0.0372720063441712;-0.02504793149454132;-0.014833270321301233;-0.008020050937441613;-0.003348994872510946;-0.0016971682797692735;-0.011197058537292418;0.0;0.0;-0.01845807208512069;0.0;0.0;-0.023360521760306736;0.0;0.0;-0.025081011477351093;0.0;0.0;-0.007343236193338244;0.0;0.0;-0.01230120048492297;0.0;0.0;-0.014041172773536196;0.0;0.0;-0.004994641121037462;0.0;0.0;-0.0067474849559404195;0.0;0.0;-0.0017616426075110026;0.0;0.0;33.53658536585369;0.3353658536585369;;;;;0.09500000000000064;0.14499999999999957;0.6551724092746793;1.0;-0.0699999999999994;0.5172413757431656;-0.023721759482553763;-76143.0;439292.0;-0.8522742925878142;;;6.273337815807255;-0.20333781580725496;0.9675869813203914;248.327868852459;0.9093557230980124;0.7915697154107749;;;;524104.71428571426;;;;;;0.8381760133539274;-84812.71428571426;;;0.05271828665568359;1;0.05271828665568359;0.04118616144975288;1;0.04118616144975288;0.1556836902800658;1;0.1556836902800658;0.2421746293245469;1;0.2421746293245469;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1
7;2022-12-29 05:00:00+00:00;6.14;6.52;6.105;6.39;910178;3969;6.413231;;;;;;;6.24321444901692;;6.26701731000359;;6.295765679395324;;6.3202465017111145;;6.329764930152504;;-0.017678708685626474;-0.0225462287352828;-0.015362019229705648;-0.008961976408211881;-0.003925101161881607;-0.002021738043711692;-0.003798116362097083;0.0;0.0;-0.008347075328802876;0.0;0.0;-0.012188140553274223;0.0;0.0;-0.013673569570220886;0.0;0.0;-0.004566302314239789;0.0;0.0;-0.008422011972652249;0.0;0.0;-0.009913104331885914;0.0;0.0;-0.003873396758997036;0.0;0.0;-0.005371329130284285;0.0;0.0;-0.0015037570188503836;0.0;0.0;54.73421926910298;0.5473421926910298;;;;;0.25;0.09500000000000064;2.6315789196675725;1.0;0.41500000000000004;-0.736842097506914;-0.8047091243329757;834035.0;910178.0;-11.953534796369988;;;6.296527467994027;0.09347253200597283;1.0148450923911798;229.3217435122197;1.4922922672014038;1.6093585272889466;;;;528948.2857142857;;;;;;1.7207315432942643;381229.7142857143;;;0.002347417840375676;0;0.002347417840375676;0.002347417840375676;0;0.002347417840375676;0.08763693270735533;1;0.08763693270735533;0.15336463223787175;1;0.15336463223787175;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1
8;2022-12-30 05:00:00+00:00;6.255;6.42;6.235;6.405;441414;2327;6.321226;;;;;;;6.29714296601128;;6.292105071821119;;6.306168948024341;;6.323570168310678;;6.331254733515821;;0.014251781472684062;-0.010373038722362313;-0.010012205157295461;-0.006763019161462806;-0.0032155372891997103;-0.0017008641579138704;0.0008006691135408279;0.0008006691135408279;0.0;-0.0014312940372282798;0.0;0.0;-0.004179158544303539;0.0;0.0;-0.0053878368412446365;0.0;0.0;-0.0022301775165139218;0.0;0.0;-0.004975843653517188;0.0;0.0;-0.006183554973306456;0.0;0.0;-0.0027518031465104866;0.0;0.0;-0.003962213897141559;0.0;0.0;-0.0012137507537743882;0.0;0.0;55.53198433420366;0.5553198433420367;0.07868350607299984;0.5588680897608309;-0.2182668259023286;-0.27652128812005206;0.15000000000000036;0.25;0.5999999976000013;1.0;0.26500000000000057;0.5399999978399991;0.08585999931312023;1275449.0;441414.0;0.5292511705144269;;;6.3060649569499985;0.09893504305000178;1.0156888715427779;189.69230769230768;0.8655920644761314;0.9590339597757995;;;;496606.85714285716;;;;;;0.8888600583157455;-55192.85714285716;;;-0.0007806401249024033;0;0.0015667777154732725;0.015612802498048344;1;0.01796022033842402;0.10460577673692427;1;0.10460577673692427;0.21467603434816548;1;0.21467603434816548;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1
9;2023-01-03 05:00:00+00:00;6.565;6.64;6.275;6.4;521414;2576;6.38118;;;;;;;6.33142864400752;;6.311722331490007;;6.315105238688689;;6.326567416612221;;6.332616025921448;;0.020733652312599805;-0.00010582927547459059;-0.004483901838596014;-0.004173844769248595;-0.002286879457069519;-0.0012615638733512475;0.0031221767185790252;0.0;0.0;0.002584819207576707;0.002584819207576707;0.0;0.0007683830859898038;0.0007683830859898038;0.0;-0.0001875025911988863;0.0;0.0;-0.0005356850077426526;0.0;0.0;-0.0023464675462454327;0.0;0.0;-0.0032993780683870035;0.0;0.0;-0.0018117530674587497;0.0;0.0;-0.0027651743230730163;0.0;0.0;-0.0009551517547357976;0.0;0.0;55.143246046149876;0.5514324604614987;0.08035161656823656;0.5306633463331896;-0.23739678087800087;-0.2684166454190482;0.16500000000000004;0.15000000000000036;1.0999999926666644;-1.0;-0.14500000000000046;0.03333333311111032;-0.0053166665957776575;754035.0;-521414.0;-0.40880819225229703;-13582.0;337608.7;6.3149031657752195;0.08509683422478087;1.0134755564718678;202.41226708074535;0.8710550045085662;0.9998447446048749;0.961337513061651;;;502418.85714285716;;;;;;1.0378073843907112;18995.14285714284;;;0.029687499999999922;1;0.03125427771547319;0.045312500000000006;1;0.045312500000000006;0.07968749999999997;1;0.07968749999999997;0.28124999999999983;1;0.28124999999999983;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;1
