Gmt time,Open,High,Low,Close,Volume
02.01.2025 00:00:00.000,321.839,329.567,319.629,324.599,700.58
03.01.2025 00:00:00.000,324.849,326.181,317.507,319.708,583.33
06.01.2025 00:00:00.000,318.639,328.291,316.828,318.53,676.94
07.01.2025 00:00:00.000,321.452,322.887,317.704,319.901,594.97
08.01.2025 00:00:00.000,320.837,323.998,314.736,320.589,700.34
09.01.2025 00:00:00.000,320.639,321.781,316.498,318.227,582.83
10.01.2025 00:00:00.000,319.587,325.661,317.598,324.778,567.97
13.01.2025 00:00:00.000,322.697,333.53,322.19,325.402,734.02
14.01.2025 00:00:00.000,325.853,328.551,320.939,321.61,647.35
15.01.2025 00:00:00.000,322.854,330.955,320.896,330.359,638.72
16.01.2025 00:00:00.000,330.679,331.786,325.051,326.857,605.3
17.01.2025 00:00:00.000,328.702,332.158,325.84,327.228,616.56
21.01.2025 00:00:00.000,330.797,335.99,326.933,328.64,725.41
22.01.2025 00:00:00.000,331.183,342.686,327.502,342.553,800.85
23.01.2025 00:00:00.000,341.438,348.493,338.73,345.104,826.69
24.01.2025 00:00:00.000,345.43,349.569,341.786,346.611,709.89
27.01.2025 00:00:00.000,349.63,355.342,345.038,350.832,739.76
28.01.2025 00:00:00.000,352.039,358.689,346.658,357.584,711.59
29.01.2025 00:00:00.000,361.191,369.269,359.109,364.362,831.74
30.01.2025 00:00:00.000,368.389,376.534,365.229,376.181,820.12
31.01.2025 00:00:00.000,379.207,379.587,366.079,377.611,830.93
03.02.2025 00:00:00.000,376.219,388.641,373.28,384.183,1128.54
04.02.2025 00:00:00.000,385.105,389.283,380.857,383.356,877.37
05.02.2025 00:00:00.000,385.884,400.756,381.458,399.788,940.2
06.02.2025 00:00:00.000,401.708,410.984,398.505,403.43,1089.22
07.02.2025 00:00:00.000,395.205,404.601,392.759,402.45,969.41
10.02.2025 00:00:00.000,404.119,423.892,401.08,423.892,1148.04
11.02.2025 00:00:00.000,428.71,429.49,400.939,405.919,1071.255
12.02.2025 00:00:00.000,406.163,420.899,405.236,418.08,838.35
13.02.2025 00:00:00.000,417.703,426.493,412.358,419.085,934.49
14.02.2025 00:00:00.000,422.711,423.087,398.954,407.241,1030.19
18.02.2025 00:00:00.000,405.487,408.939,391.242,408.939,1067.73
19.02.2025 00:00:00.000,411.486,424.231,409.335,412.412,950.31
20.02.2025 00:00:00.000,409.853,409.986,386.854,386.907,1004.67
21.02.2025 00:00:00.000,392.008,393.633,383.802,387.64,852.12
24.02.2025 00:00:00.000,388.209,392.129,380.0,381.601,826.53
25.02.2025 00:00:00.000,383.989,385.563,370.107,373.503,854.98
26.02.2025 00:00:00.000,372.362,377.257,366.129,371.681,811.85
27.02.2025 00:00:00.000,371.303,382.354,368.932,372.062,745.87
28.02.2025 00:00:00.000,374.357,378.639,369.582,374.039,712.19
03.03.2025 00:00:00.000,376.11,389.713,376.11,384.736,773.71
04.03.2025 00:00:00.000,389.639,401.339,385.588,400.882,832.63
05.03.2025 00:00:00.000,403.05,418.142,402.291,407.7,1009.41
06.03.2025 00:00:00.000,404.286,407.683,385.588,387.836,900.44
07.03.2025 00:00:00.000,389.411,390.588,379.043,387.542,859.18
10.03.2025 00:00:00.000,388.619,390.943,380.687,383.001,725.7
11.03.2025 00:00:00.000,384.736,395.262,381.949,393.259,679.18
12.03.2025 00:00:00.000,393.238,394.383,383.112,386.588,682.95
13.03.2025 00:00:00.000,389.036,391.612,376.949,385.299,715.26
