Gmt time,Open,High,Low,Close,Volume
01.01.2020 00:00:00.000,3234.552,3239.046,3233.334,3236.034,2.33087
02.01.2020 00:00:00.000,3236.034,3262.349,3234.534,3260.046,43.58578
03.01.2020 00:00:00.000,3260.046,3261.6,3205.834,3235.14,101.057185
05.01.2020 00:00:00.000,3218.755,3223.643,3216.334,3223.4,6.76647
06.01.2020 00:00:00.000,3223.655,3249.249,3208.634,3242.0,67.125893
07.01.2020 00:00:00.000,3242.0,3253.746,3195.443,3202.949,64.953437
08.01.2020 00:00:00.000,3202.949,3266.846,3180.634,3260.343,129.398161
09.01.2020 00:00:00.000,3260.343,3277.749,3256.055,3276.955,45.069314
10.01.2020 00:00:00.000,3276.955,3285.774,3260.134,3264.1,30.4276
12.01.2020 00:00:00.000,3266.6,3270.555,3265.237,3266.555,0.86036
13.01.2020 00:00:00.000,3266.449,3293.0,3266.04,3292.734,27.159922
14.01.2020 00:00:00.000,3292.734,3295.455,3274.255,3277.852,38.60073
15.01.2020 00:00:00.000,3277.852,3298.5,3276.843,3295.734,34.72992
16.01.2020 00:00:00.000,3295.734,3322.452,3293.44,3318.937,22.33684
17.01.2020 00:00:00.000,3318.937,3329.552,3316.234,3323.74,20.092304
19.01.2020 00:00:00.000,3323.255,3327.255,3322.44,3327.237,0.90314
20.01.2020 00:00:00.000,3327.237,3327.8,3317.937,3322.137,8.80963
21.01.2020 00:00:00.000,3322.137,3330.1,3306.64,3319.946,27.370921
22.01.2020 00:00:00.000,3320.155,3337.549,3313.852,3314.346,40.883935
23.01.2020 00:00:00.000,3314.346,3332.349,3301.437,3330.852,51.585586
24.01.2020 00:00:00.000,3331.046,3337.4,3281.149,3293.849,37.4197
26.01.2020 00:00:00.000,3267.352,3268.6,3252.849,3259.4,6.60416
27.01.2020 00:00:00.000,3259.343,3269.349,3233.646,3247.955,62.577172
28.01.2020 00:00:00.000,3247.955,3285.9,3242.755,3276.2,45.307845
29.01.2020 00:00:00.000,3276.2,3293.6,3270.837,3274.055,45.44346
30.01.2020 00:00:00.000,3274.255,3293.1,3240.246,3290.055,78.306252
