;Gmt time;Open;High;Low;Close;Volume;trade_count;vwap;MACD;MACD_signal;MACD_hist;MACD_diff;MACD_slope;Signal_slope;EMA_5;MACD_Hist_volatility_5;EMA_10;MACD_Hist_volatility_10;EMA_20;MACD_Hist_volatility_20;EMA_50;MACD_Hist_volatility_50;EMA_100;MACD_Hist_volatility_100;Close_slope_pct;EMA_5_slope_pct;EMA_10_slope_pct;EMA_20_slope_pct;EMA_50_slope_pct;EMA_100_slope_pct
0;2024-09-09 15:00:00+00:00;402.355;404.47;402.185;404.47;49929;869;403.301794;;;;;;;404.47;;404.47;;404.47;;404.47;;404.47;;;;;;;
1;2024-09-09 16:00:00+00:00;404.625;405.945;404.46;404.935;26564;574;405.211848;;;;;;;404.625;;404.55454545454546;;404.51428571428573;;404.48823529411766;;404.4792079207921;;;;;;;
2;2024-09-09 17:00:00+00:00;404.95;405.445;404.0;404.0;28401;577;404.947687;;;;;;;404.41666666666674;;404.45371900826444;;404.465306122449;;404.46908881199545;;404.46971865503383;;;;;;;
3;2024-09-09 18:00:00+00:00;404.1;404.1;403.035;403.395;23767;501;403.442053;;;;;;;404.0761111111112;;404.2612246431254;;404.36337220602536;;404.4269676821133;;404.4484370975084;;;;;;;
4;2024-09-09 19:00:00+00:00;403.45;405.84;402.92;405.71;92464;1647;404.604834;;;;;;;404.62074074074076;;404.52463834437526;;404.4916224721182;;404.4772826749716;;404.4734185411221;;;;;;;
5;2024-09-10 13:00:00+00:00;408.44;415.3;407.705;414.33;58019;863;412.736695;;;;;;;407.8571604938272;;406.30743137267064;;405.4286108081069;;404.86366374654136;;404.6685983719909;;0.0243775805374934;0.008374318228365998;0.004542812501967038;0.0023700418031173355;0.0009732829296148923;0.0004910089054587416
6;2024-09-10 14:00:00+00:00;414.46;416.15;412.395;412.635;57053;1055;414.51243;;;;;;;409.4497736625515;;407.4578983958214;;406.1149335882872;;405.1684220309907;;404.82634889927823;;0.019015397532937357;0.011924062187337606;0.0071766662218906326;0.003956962536378856;0.0016815983198583424;0.0008582418371283294
7;2024-09-10 15:00:00+00:00;412.585;414.035;409.85;409.85;23322;461;412.252134;;;;;;;409.583182441701;;407.89282596021746;;406.4706541989266;;405.35201332389306;;404.92582713889647;;0.014480198019802036;0.012775229610634911;0.008503091430054939;0.004958022470956891;0.0021829220979307333;0.00112767028735628
8;2024-09-10 16:00:00+00:00;409.44;411.245;408.96;410.84;19351;440;409.966374;;;;;;;410.0021216278007;;408.42867578563244;;406.88678237045735;;405.56722848766196;;405.04293947277966;;0.018455855922854755;0.01466557995817778;0.010308807494921135;0.006240451875414429;0.0028194480009180374;0.0014699089444816392
9;2024-09-10 17:00:00+00:00;410.6;412.535;410.445;412.0;20406;459;411.964098;;;;;;;410.66808108520047;;409.078007460972;;407.3737554780329;;405.81949403716544;;405.18070304757606;;0.015503684898079961;0.014945700344942336;0.01125609835591873;0.007125321875147979;0.003318385035909188;0.001748655100760474
