Gmt time,Open,High,Low,Close,Volume
24.07.2025 00:00:00.000,153.958,155.608,152.548,154.827,6027.24
25.07.2025 00:00:00.000,155.398,160.358,155.398,158.818,6026.16
28.07.2025 00:00:00.000,159.858,160.188,153.067,157.778,5898.48
29.07.2025 00:00:00.000,158.688,160.118,154.878,156.238,5602.68
30.07.2025 00:00:00.000,157.028,159.358,156.508,158.448,6959.16
31.07.2025 00:00:00.000,159.928,160.878,156.708,158.418,8572.8
01.08.2025 00:00:00.000,155.008,158.158,151.048,154.018,9639.12
04.08.2025 00:00:00.000,158.548,161.238,157.908,160.608,6101.64
05.08.2025 00:00:00.000,171.768,176.268,169.218,172.998,7708.56
06.08.2025 00:00:00.000,171.227,180.567,171.008,179.518,7843.2
07.08.2025 00:00:00.000,181.008,184.458,178.147,182.168,8886.72
08.08.2025 00:00:00.000,184.698,187.958,184.367,186.968,6787.08
11.08.2025 00:00:00.000,186.578,187.088,181.908,182.658,6197.28
12.08.2025 00:00:00.000,184.698,188.128,182.088,186.868,5485.68
13.08.2025 00:00:00.000,188.998,189.408,183.578,184.307,6379.68
14.08.2025 00:00:00.000,182.438,185.278,179.148,180.978,6146.04
15.08.2025 00:00:00.000,179.518,179.698,173.368,177.098,6066.84
18.08.2025 00:00:00.000,175.228,177.868,171.377,173.958,4788.96
19.08.2025 00:00:00.000,171.268,172.248,156.878,157.717,9999.0
20.08.2025 00:00:00.000,152.218,156.428,142.348,155.908,12196.44
21.08.2025 00:00:00.000,157.138,157.948,153.797,156.128,8245.8
22.08.2025 00:00:00.000,155.198,163.148,153.148,158.708,9136.92
25.08.2025 00:00:00.000,156.068,158.578,149.358,157.098,6305.4
26.08.2025 00:00:00.000,155.328,162.098,154.538,160.788,6342.12
